TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,
0.0000,0,116.0107,no,55-64,unknown,male,Unknown,-11.6494,-3.0105,-11.7454,0.0009,0.0110,99.9992,0.0095,0.0002,1.2083,0.1854,-89.6660,85.1890,2.0824,0.0000,28.6756,0.0000,98.3089,85.1890,0.0000,0.0010,34.9345,0.0000,0.0000,2.1596,1.1084,0.0029,97.8074,0.0000,0.0021,0.0000,0.0000,0.0000,0.2419,0.0009,0.0000,0.0000,1.0381,0.0018,0.0002,0.0000,0.0018,2.2978,3.0652,0.0018,0.0386,
