TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,
0.0000,0,96.2568,no,35-44,south asian,male,Unknown,11.6619,4.2721,-16.6907,0.0018,0.0046,0.4260,0.0239,0.0045,0.1936,0.1927,-0.0070,0.0067,0.0000,0.0069,0.0067,0.0002,0.0000,0.0058,0.0000,0.0000,0.0081,0.0064,0.0000,0.1631,0.0023,0.0000,97.1957,0.0001,0.0000,0.0002,0.0038,0.0000,0.7832,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0000,0.0018,2.2977,2.2978,0.0018,0.0288,
