TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,
0.0000,0,143.2527,yes,55-64,black african,male,Smiley,-9.4556,12.4706,-7.2364,99.9171,0.0002,0.0003,0.0000,0.0000,2.2823,0.0001,98.2037,99.0235,99.0235,0.0098,0.0026,0.0080,0.0345,0.2171,0.0000,0.0201,3.9765,3.0512,0.0271,99.7265,0.8820,0.0000,87.0555,0.0000,0.6022,0.0002,46.3363,1.2617,15.5010,0.0019,84.8586,0.0019,0.0019,0.0018,0.0000,0.0000,0.0018,2.2977,47.0294,0.0018,0.0491,
