TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,
0.0000,0,110.2607,no,18-24,south asian,unknown,Unknown,7.0629,-17.8282,-14.6936,0.0018,0.0046,0.4259,0.0238,0.0044,0.1972,0.1936,-0.0009,0.3686,0.0000,0.0000,0.3686,0.0010,0.0000,0.0007,0.0000,0.0000,19.3164,0.0007,0.0000,0.0131,0.0474,0.0000,69.7277,0.0000,0.0000,0.0000,0.0004,0.0000,3.9196,0.0018,0.0018,0.0018,0.0613,0.0018,0.0044,0.0000,0.0018,2.2977,2.2977,0.0018,0.0323,
