TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,
0.0000,0,122.9984,no,18-24,black african,male,Unknown,-5.5744,3.9188,-2.6465,0.0001,0.1461,0.5135,0.0016,0.0000,45.6376,0.1939,-0.6841,92.5418,0.0001,0.0000,92.5418,0.0000,1.3613,0.0000,0.0003,0.0112,0.0000,0.0001,0.0000,11.6478,0.0583,0.0000,97.3820,0.0418,0.0001,0.0000,0.0000,0.0000,0.0218,0.0001,0.0001,0.0001,0.0018,0.0018,0.0000,0.0000,0.0018,2.2978,2.2978,0.0018,0.1521,
